Instance,PartyOptimized,Strategy,MaxReps,TimeSec,Status,Models,ClingoReturnCode,RawOptValue
instance_083_m4n4k3_random_extra49.lp,1,default,2,0.529,OPTIMUM_FOUND,1,30,-2
instance_084_m4n4k3_checkerboard_extra50.lp,0,default,3,0.013,OPTIMUM_FOUND,2,30,-3
instance_084_m4n4k3_checkerboard_extra50.lp,1,default,2,0.243,OPTIMUM_FOUND,1,30,-2
instance_084_m7n6k4_clustered_extra50.lp,0,default,4,0.027,OPTIMUM_FOUND,2,30,-4
instance_084_m7n6k4_clustered_extra50.lp,1,default,3,300.119,CLINGO_TIMEOUT_INTERRUPT,3+,11,-3
instance_085_m10n8k5_random_extra51.lp,0,default,5,0.087,OPTIMUM_FOUND,4,30,-5
instance_085_m10n8k5_random_extra51.lp,1,default,4,300.012,CLINGO_TIMEOUT_INTERRUPT,1+,11,-4
instance_085_m4n3k2_checkerboard_extra51.lp,0,default,2,0.011,OPTIMUM_FOUND,2,30,-2
instance_085_m4n3k2_checkerboard_extra51.lp,1,default,1,0.011,OPTIMUM_FOUND,1,30,-1
instance_086_m10n10k6_clustered_extra52.lp,0,default,6,0.073,OPTIMUM_FOUND,2,30,-6
instance_086_m10n10k6_clustered_extra52.lp,1,default,5,300.011,CLINGO_TIMEOUT_INTERRUPT,3+,11,-5
instance_086_m5n5k3_clustered_extra52.lp,0,default,3,0.019,OPTIMUM_FOUND,2,30,-3
instance_086_m5n5k3_clustered_extra52.lp,1,default,2,20.239,OPTIMUM_FOUND,1,30,-2
instance_087_m10n8k5_clustered_extra53.lp,0,default,5,0.069,OPTIMUM_FOUND,3,30,-5
instance_087_m10n8k5_clustered_extra53.lp,1,default,4,300.023,CLINGO_TIMEOUT_INTERRUPT,2+,11,-4
instance_087_m5n4k3_checkerboard_extra53.lp,0,default,3,0.013,OPTIMUM_FOUND,2,30,-3
instance_087_m5n4k3_checkerboard_extra53.lp,1,default,2,2.542,OPTIMUM_FOUND,1,30,-2
instance_088_m4n3k2_checkerboard_extra54.lp,0,default,2,0.011,OPTIMUM_FOUND,2,30,-2
instance_088_m4n3k2_checkerboard_extra54.lp,1,default,1,0.011,OPTIMUM_FOUND,1,30,-1
instance_088_m8n8k5_clustered_extra54.lp,0,default,5,0.034,OPTIMUM_FOUND,1,30,-5
instance_088_m8n8k5_clustered_extra54.lp,1,default,4,300.010,CLINGO_TIMEOUT_INTERRUPT,3+,11,-4
instance_089_m5n4k3_clustered_extra55.lp,0,default,3,0.018,OPTIMUM_FOUND,2,30,-3
instance_089_m5n4k3_clustered_extra55.lp,1,default,2,0.575,OPTIMUM_FOUND,1,30,-2
instance_089_m6n5k4_random_extra55.lp,0,default,4,0.020,OPTIMUM_FOUND,2,30,-4
instance_089_m6n5k4_random_extra55.lp,1,default,3,300.009,CLINGO_TIMEOUT_INTERRUPT,1+,11,-3
instance_090_m3n3k2_random_extra56.lp,0,default,2,0.016,OPTIMUM_FOUND,2,30,-2
instance_090_m3n3k2_random_extra56.lp,1,default,1,0.009,OPTIMUM_FOUND,1,30,-1
instance_090_m4n3k2_random_extra56.lp,0,default,2,0.014,OPTIMUM_FOUND,1,30,-2
instance_090_m4n3k2_random_extra56.lp,1,default,1,0.010,OPTIMUM_FOUND,2,30,-1
instance_091_m10n10k6_checkerboard_extra57.lp,0,default,6,0.209,OPTIMUM_FOUND,2,30,-6
instance_091_m10n10k6_checkerboard_extra57.lp,1,default,5,300.014,CLINGO_TIMEOUT_INTERRUPT,3+,11,-5
instance_091_m6n5k4_clustered_extra57.lp,0,default,4,0.029,OPTIMUM_FOUND,2,30,-4
instance_091_m6n5k4_clustered_extra57.lp,1,default,3,300.023,CLINGO_TIMEOUT_INTERRUPT,1+,11,-3
instance_092_m5n5k3_checkerboard_extra58.lp,0,default,3,0.013,OPTIMUM_FOUND,2,30,-3
instance_092_m5n5k3_checkerboard_extra58.lp,1,default,2,46.241,OPTIMUM_FOUND,1,30,-2
instance_092_m5n5k3_clustered_extra58.lp,0,default,3,0.019,OPTIMUM_FOUND,2,30,-3
instance_092_m5n5k3_clustered_extra58.lp,1,default,2,8.598,OPTIMUM_FOUND,1,30,-2
instance_093_m10n10k6_checkerboard_extra59.lp,0,default,6,0.209,OPTIMUM_FOUND,2,30,-6
instance_093_m10n10k6_checkerboard_extra59.lp,1,default,5,300.022,CLINGO_TIMEOUT_INTERRUPT,3+,11,-5
instance_093_m6n5k4_clustered_extra59.lp,0,default,4,0.023,OPTIMUM_FOUND,2,30,-4
instance_093_m6n5k4_clustered_extra59.lp,1,default,3,300.016,CLINGO_TIMEOUT_INTERRUPT,1+,11,-3
instance_094_m3n3k2_random_extra60.lp,0,default,1,0.018,OPTIMUM_FOUND,1,30,-1
instance_094_m3n3k2_random_extra60.lp,1,default,1,0.009,OPTIMUM_FOUND,1,30,-1
instance_094_m6n5k4_random_extra60.lp,0,default,3,300.016,CLINGO_TIMEOUT_INTERRUPT,3+,11,-3
instance_094_m6n5k4_random_extra60.lp,1,default,4,0.017,OPTIMUM_FOUND,3,30,-4
instance_095_m6n5k4_clustered_extra61.lp,0,default,3,300.030,CLINGO_TIMEOUT_INTERRUPT,3+,11,-3
instance_095_m6n5k4_clustered_extra61.lp,1,default,4,0.015,OPTIMUM_FOUND,3,30,-4
instance_095_m7n6k4_random_extra61.lp,0,default,3,300.024,CLINGO_TIMEOUT_INTERRUPT,4+,11,-3
instance_095_m7n6k4_random_extra61.lp,1,default,4,0.020,OPTIMUM_FOUND,4,30,-4
instance_096_m10n8k5_clustered_extra62.lp,0,default,5,0.077,OPTIMUM_FOUND,3,30,-5
instance_096_m10n8k5_clustered_extra62.lp,1,default,4,300.005,CLINGO_TIMEOUT_INTERRUPT,3+,11,-4
instance_096_m6n5k4_clustered_extra62.lp,0,default,4,0.024,OPTIMUM_FOUND,2,30,-4
instance_096_m6n5k4_clustered_extra62.lp,1,default,3,300.016,CLINGO_TIMEOUT_INTERRUPT,1+,11,-3
instance_097_m3n3k2_random_extra63.lp,0,default,1,0.018,OPTIMUM_FOUND,1,30,-1
instance_097_m3n3k2_random_extra63.lp,1,default,1,0.010,OPTIMUM_FOUND,1,30,-1
instance_097_m8n8k5_random_extra63.lp,0,default,5,0.040,OPTIMUM_FOUND,2,30,-5
instance_097_m8n8k5_random_extra63.lp,1,default,4,300.019,CLINGO_TIMEOUT_INTERRUPT,3+,11,-4
instance_098_m4n4k3_checkerboard_extra64.lp,0,default,3,0.014,OPTIMUM_FOUND,2,30,-3
instance_098_m4n4k3_checkerboard_extra64.lp,1,default,2,0.250,OPTIMUM_FOUND,1,30,-2
instance_098_m5n5k3_random_extra64.lp,0,default,3,0.022,OPTIMUM_FOUND,1,30,-3
instance_098_m5n5k3_random_extra64.lp,1,default,2,0.225,OPTIMUM_FOUND,1,30,-2
instance_099_m4n3k2_random_extra65.lp,0,default,1,0.018,OPTIMUM_FOUND,1,30,-1
instance_099_m4n3k2_random_extra65.lp,1,default,2,0.009,OPTIMUM_FOUND,2,30,-2
instance_099_m8n8k5_random_extra65.lp,0,default,4,300.026,CLINGO_TIMEOUT_INTERRUPT,4+,11,-4
instance_099_m8n8k5_random_extra65.lp,1,default,5,0.115,OPTIMUM_FOUND,4,30,-5
instance_100_m10n10k6_clustered_extra66.lp,0,default,6,0.312,OPTIMUM_FOUND,5,30,-6
instance_100_m10n10k6_clustered_extra66.lp,1,default,5,300.018,CLINGO_TIMEOUT_INTERRUPT,4+,11,-5
instance_100_m4n3k2_checkerboard_extra66.lp,0,default,2,0.012,OPTIMUM_FOUND,2,30,-2
instance_100_m4n3k2_checkerboard_extra66.lp,1,default,1,0.011,OPTIMUM_FOUND,1,30,-1
